Entry ID,"Deposition Date","Release Date","PDB ID",
4JFF,"2013-02-28","2013-05-29","4JFF",
4JFP,"2013-02-28","2013-05-29","4JFP",
4JFQ,"2013-02-28","2013-05-29","4JFQ",
4K7F,"2013-04-17","2013-06-05","4K7F",
4FTV,"2012-06-28","2013-07-03","4FTV",
4GRM,"2012-08-25","2013-07-10","4GRM",
4L4T,"2013-06-09","2013-07-17","4L4T",
4L4V,"2013-06-09","2013-07-17","4L4V",
4JKW,"2013-03-12","2013-07-24","4JKW",
4K55,"2013-04-13","2013-07-24","4K55",
4IRJ,"2013-01-14","2013-08-28","4IRJ",
4IRS,"2013-01-15","2013-09-04","4IRS",
4IHO,"2012-12-19","2013-09-11","4IHO",
4LCW,"2013-06-24","2013-10-02","4LCW",
4LFH,"2013-06-26","2013-10-02","4LFH",
4LHU,"2013-07-01","2013-10-02","4LHU",
4LCC,"2013-06-21","2013-10-16","4LCC",
4L8S,"2013-06-17","2013-10-16","4L8S",
4L9L,"2013-06-18","2013-10-16","4L9L",
4H26,"2012-09-12","2013-10-16","4H26",
4H25,"2012-09-12","2013-10-16","4H25",
4MAY,"2013-08-18","2013-10-23","4MAY",
4IS6,"2013-01-16","2013-10-23","4IS6",
3VXM,"2012-09-20","2013-10-23","3VXM",
3VXN,"2012-09-20","2013-10-23","3VXN",
3VXO,"2012-09-20","2013-10-23","3VXO",
3VXP,"2012-09-20","2013-10-23","3VXP",
3VXQ,"2012-09-20","2013-10-23","3VXQ",
3VXR,"2012-09-20","2013-10-23","3VXR",
3VXS,"2012-09-20","2013-10-23","3VXS",
3VXT,"2012-09-20","2013-10-23","3VXT",
3VXU,"2012-09-20","2013-10-23","3VXU",
4GRL,"2012-08-25","2013-11-06","4GRL",
3W0W,"2012-11-05","2013-11-06","3W0W",
4MNQ,"2013-09-11","2013-11-13","4MNQ",
4MNG,"2013-09-10","2013-12-18","4MNG",
4MNH,"2013-09-10","2013-12-18","4MNH",
4MQ7,"2013-09-15","2013-12-18","4MQ7",
4NDM,"2013-10-27","2013-12-18","4NDM",
2MIM,"2013-12-15","2014-02-12","2MIM",
4L18,"2013-06-02","2014-03-26","4L18",
4L0Y,"2013-06-01","2014-03-26","4L0Y",
4L0Z,"2013-06-01","2014-03-26","4L0Z",
4PRP,"2014-03-06","2014-04-16","4PRP",
4PRI,"2014-03-05","2014-04-16","4PRI",
4OZG,"2014-02-16","2014-04-16","4OZG",
4OZH,"2014-02-16","2014-04-16","4OZH",
4OZI,"2014-02-16","2014-04-16","4OZI",
4OZF,"2014-02-15","2014-04-16","4OZF",
4NQC,"2013-11-25","2014-04-16","4NQC",
4NQD,"2013-11-25","2014-04-16","4NQD",
4NQE,"2013-11-25","2014-04-16","4NQE",
4PV8,"2014-03-15","2014-04-23","4PV8",
4PV9,"2014-03-15","2014-04-23","4PV9",
4PRH,"2014-03-05","2014-04-30","4PRH",
4P2O,"2014-03-04","2014-05-21","4P2O",
4P2Q,"2014-03-04","2014-05-21","4P2Q",
4P2R,"2014-03-04","2014-05-21","4P2R",
4MJI,"2013-09-03","2014-05-28","4MJI",
4P23,"2014-02-28","2014-05-28","4P23",
4P46,"2014-03-11","2014-05-28","4P46",
4P5T,"2014-03-19","2014-05-28","4P5T",
4L3E,"2013-06-05","2014-06-11","4L3E",
3WLB,"2013-11-08","2014-06-11","3WLB",
3WL9,"2013-11-08","2014-06-11","3WL9",
4PJG,"2014-05-12","2014-07-02","4PJG",
4PJH,"2014-05-12","2014-07-02","4PJH",
4PJI,"2014-05-12","2014-07-02","4PJI",
4PJA,"2014-05-12","2014-07-02","4PJA",
4PJB,"2014-05-12","2014-07-02","4PJB",
4PJC,"2014-05-12","2014-07-02","4PJC",
4PJD,"2014-05-12","2014-07-02","4PJD",
4PJE,"2014-05-12","2014-07-02","4PJE",
4PJ7,"2014-05-12","2014-07-02","4PJ7",
4PJ8,"2014-05-12","2014-07-02","4PJ8",
4PJ9,"2014-05-12","2014-07-02","4PJ9",
4PJ5,"2014-05-12","2014-07-02","4PJ5",
4PJX,"2014-05-12","2014-07-02","4PJX",
4PQN,"2014-03-03","2014-07-02","4PQN",
4PRJ,"2014-03-05","2014-07-02","4PRJ",
4PJF,"2014-05-12","2014-07-09","4PJF",
4P4R,"2014-03-13","2014-07-16","4P4R",
4P57,"2014-03-14","2014-07-16","4P57",
4P4K,"2014-03-12","2014-07-16","4P4K",
4QRT,"2014-07-02","2014-07-16","4QRT",
4C56,"2013-09-10","2014-07-23","4C56",
4P5M,"2014-03-18","2014-08-27","4P5M",
4MS8,"2013-09-18","2014-09-24","4MS8",
2MUG,"2014-09-09","2014-10-01","2MUG",
4ONO,"2014-01-28","2014-10-08","4ONO",
4ONH,"2014-01-28","2014-10-08","4ONH",
2MU7,"2014-09-04","2014-11-12","2MU7",
4QRP,"2014-07-02","2014-11-12","4QRP",
4QRQ,"2014-07-02","2014-11-12","4QRQ",
4NO0,"2013-11-19","2014-11-19","4NO0",
4NO2,"2013-11-19","2014-11-19","4NO2",
4NNX,"2013-11-19","2014-11-19","4NNX",
4NNY,"2013-11-19","2014-11-19","4NNY",
4WO4,"2014-10-15","2014-11-26","4WO4",
4WNQ,"2014-10-14","2014-11-26","4WNQ",
4QRR,"2014-07-02","2014-12-10","4QRR",
4QRS,"2014-07-02","2014-12-10","4QRS",
4QOK,"2014-06-20","2014-12-17","4QOK",
4NO3,"2013-11-19","2014-12-24","4NO3",
4NO5,"2013-11-19","2014-12-24","4NO5",
3X14,"2014-10-25","2014-12-24","3X14",
3X12,"2014-10-24","2014-12-24","3X12",
3X13,"2014-10-24","2014-12-24","3X13",
4U6X,"2014-07-30","2014-12-24","4U6X",
4U6Y,"2014-07-30","2014-12-24","4U6Y",
4P5K,"2014-03-17","2015-01-21","4P5K",
4X6B,"2014-12-07","2015-01-28","4X6B",
4X6C,"2014-12-08","2015-01-28","4X6C",
4X6D,"2014-12-08","2015-01-28","4X6D",
4X6E,"2014-12-08","2015-01-28","4X6E",
4QRU,"2014-07-02","2015-02-04","4QRU",
4X6F,"2014-12-08","2015-02-04","4X6F",
4XXC,"2015-01-30","2015-04-08","4XXC",
4RFM,"2014-09-26","2015-04-29","4RFM",
4NHU,"2013-11-05","2015-05-06","4NHU",
4Y2D,"2015-02-09","2015-05-27","4Y2D",
4Y4H,"2015-02-10","2015-05-27","4Y4H",
4Y4K,"2015-02-10","2015-05-27","4Y4K",
4Y4F,"2015-02-10","2015-05-27","4Y4F",
4Z7U,"2015-04-08","2015-06-03","4Z7U",
4Z7V,"2015-04-08","2015-06-03","4Z7V",
4Z7W,"2015-04-08","2015-06-03","4Z7W",
4Y16,"2015-02-06","2015-06-03","4Y16",
4WDI,"2014-09-08","2015-06-24","4WDI",
4Z76,"2015-04-06","2015-06-24","4Z76",
4Z77,"2015-04-06","2015-06-24","4Z77",
4Z78,"2015-04-06","2015-06-24","4Z78",
4UDT,"2014-12-11","2015-06-24","4UDT",
4UDU,"2014-12-11","2015-06-24","4UDU",
4ZAK,"2015-04-13","2015-07-01","4ZAK",
4V1P,"2014-09-30","2015-07-22","4V1P",
4N0C,"2013-10-01","2015-08-19","4N0C",
4N5E,"2013-10-09","2015-08-19","4N5E",
4MVB,"2013-09-23","2015-08-19","4MVB",
4MXQ,"2013-09-26","2015-08-19","4MXQ",
2MU9,"2014-09-04","2015-09-16","2MU9",
2MUA,"2014-09-05","2015-09-16","2MUA",
4Y1A,"2015-02-07","2015-09-23","4Y1A",
4Y19,"2015-02-07","2015-09-23","4Y19",
5D2L,"2015-08-05","2015-10-07","5D2L",
5D2N,"2015-08-05","2015-10-07","5D2N",
4WUU,"2014-11-03","2015-12-30","4WUU",
5D5M,"2015-08-11","2016-01-27","5D5M",
5D7I,"2015-08-14","2016-01-27","5D7I",
5D7K,"2015-08-14","2016-01-27","5D7K",
5D7J,"2015-08-14","2016-01-27","5D7J",
5D7L,"2015-08-14","2016-01-27","5D7L",
4WW1,"2014-11-10","2016-02-03","4WW1",
4WW2,"2014-11-10","2016-02-03","4WW2",
4WWK,"2014-11-11","2016-02-03","4WWK",
5E8P,"2015-10-14","2016-02-03","5E8P",
5E8O,"2015-10-14","2016-02-03","5E8O",
5E8N,"2015-10-14","2016-02-03","5E8N",
5EO0,"2015-11-10","2016-02-24","5EO0",
5EO1,"2015-11-10","2016-02-24","5EO1",
5BRZ,"2015-06-01","2016-03-02","5BRZ",
5BS0,"2015-06-01","2016-03-02","5BS0",
5EU6,"2015-11-18","2016-03-02","5EU6",
5EU5,"2015-11-18","2016-03-02","5EU5",
5EU4,"2015-11-18","2016-03-02","5EU4",
5EU3,"2015-11-18","2016-03-02","5EU3",
5FN6,"2015-11-10","2016-03-23","5FN6",
5FN8,"2015-11-11","2016-03-23","5FN8",
5FMV,"2015-11-09","2016-03-23","5FMV",
5FN7,"2015-11-10","2016-03-23","5FN7",
5HHN,"2016-01-11","2016-03-23","5HHN",
5HHM,"2016-01-11","2016-03-23","5HHM",
5HHP,"2016-01-11","2016-03-23","5HHP",
5HHO,"2016-01-11","2016-03-23","5HHO",
5HHQ,"2016-01-11","2016-03-23","5HHQ",
4XSQ,"2015-01-22","2016-03-23","4XSQ",
5HYJ,"2016-02-01","2016-05-04","5HYJ",
5C0J,"2015-06-12","2016-05-04","5C0J",
5C0C,"2015-06-12","2016-05-04","5C0C",
5C0B,"2015-06-12","2016-05-04","5C0B",
5C0E,"2015-06-12","2016-05-04","5C0E",
5C0D,"2015-06-12","2016-05-04","5C0D",
5C0G,"2015-06-12","2016-05-04","5C0G",
5C0F,"2015-06-12","2016-05-04","5C0F",
5C0I,"2015-06-12","2016-05-04","5C0I",
4ZDH,"2015-04-17","2016-05-04","4ZDH",
5C0A,"2015-06-12","2016-05-04","5C0A",
5C07,"2015-06-12","2016-05-04","5C07",
5C09,"2015-06-12","2016-05-04","5C09",
5C08,"2015-06-12","2016-05-04","5C08",
5FK9,"2015-10-15","2016-05-25","5FK9",
5FKA,"2015-10-15","2016-05-25","5FKA",
5E9D,"2015-10-15","2016-06-08","5E9D",
5HGD,"2016-01-08","2016-06-08","5HGD",
5HGH,"2016-01-08","2016-06-08","5HGH",
5HGA,"2016-01-08","2016-06-08","5HGA",
5HGB,"2016-01-08","2016-06-08","5HGB",
5FBK,"2015-12-14","2016-06-22","5FBK",
5FBH,"2015-12-14","2016-06-22","5FBH",
5KS9,"2016-07-08","2016-09-21","5KS9",
5KSB,"2016-07-08","2016-09-21","5KSB",
5KSA,"2016-07-08","2016-09-21","5KSA",
5SWQ,"2016-08-08","2016-10-05","5SWQ",
5SWS,"2016-08-08","2016-10-05","5SWS",
5SWZ,"2016-08-09","2016-10-05","5SWZ",
5E6I,"2015-10-09","2016-10-19","5E6I",
5L2K,"2016-08-02","2016-11-16","5L2K",
5L2J,"2016-08-02","2016-11-16","5L2J",
5EUO,"2015-11-18","2016-11-23","5EUO",
5F1I,"2015-11-30","2016-11-30","5F1I",
5F1N,"2015-11-30","2016-11-30","5F1N",
5MEN,"2016-11-16","2016-12-07","5MEN",
5MEP,"2016-11-16","2016-12-07","5MEP",
5MEO,"2016-11-16","2016-12-07","5MEO",
5MER,"2016-11-16","2016-12-07","5MER",
5MEQ,"2016-11-16","2016-12-07","5MEQ",
2NAE,"2015-12-23","2016-12-21","2NAE",
5U17,"2016-11-28","2017-02-08","5U17",
5U2V,"2016-12-01","2017-02-08","5U2V",
5U6Q,"2016-12-08","2017-02-08","5U6Q",
5U72,"2016-12-10","2017-02-08","5U72",
5U16,"2016-11-27","2017-02-15","5U16",
5N1Y,"2017-02-06","2017-02-15","5N1Y",
5ISZ,"2016-03-15","2017-03-01","5ISZ",
5JHD,"2016-04-20","2017-03-01","5JHD",
5U1R,"2016-11-28","2017-03-15","5U1R",
5IVX,"2016-03-21","2017-03-29","5IVX",
5IW1,"2016-03-21","2017-03-29","5IW1",
5M3V,"2016-10-17","2017-05-10","5M3V",
5JZI,"2016-05-16","2017-05-31","5JZI",
5XOT,"2017-05-31","2017-06-14","5XOT",
5XOV,"2017-05-31","2017-06-14","5XOV",
5XOS,"2017-05-31","2017-06-14","5XOS",
5U98,"2016-12-15","2017-07-19","5U98",
5WKF,"2017-07-25","2017-09-20","5WKF",
5WKH,"2017-07-25","2017-09-20","5WKH",
5WJL,"2017-07-23","2017-09-20","5WJL",
5WJN,"2017-07-23","2017-09-20","5WJN",
5TW2,"2016-11-11","2017-09-20","5TW2",
5TW5,"2016-11-11","2017-09-20","5TW5",
5TEZ,"2016-09-23","2017-09-27","5TEZ",
5W1W,"2017-06-05","2017-10-04","5W1W",
5W1V,"2017-06-04","2017-10-04","5W1V",
5N6B,"2017-02-14","2017-10-18","5N6B",
5WJO,"2017-07-24","2017-10-25","5WJO",
5M01,"2016-10-03","2017-10-25","5M01",
5VCL,"2017-03-31","2017-10-25","5VCL",
5WKE,"2017-07-25","2017-11-01","5WKE",
5WKG,"2017-07-25","2017-11-01","5WKG",
5WKI,"2017-07-25","2017-11-01","5WKI",
5WL1,"2017-07-25","2017-11-01","5WL1",
5TJE,"2016-10-04","2017-11-01","5TJE",
5TIL,"2016-10-03","2017-11-01","5TIL",
5XV8,"2017-06-27","2017-11-08","5XV8",
5WLG,"2017-07-26","2017-11-15","5WLG",
5WLI,"2017-07-27","2017-11-15","5WLI",
5NME,"2017-04-05","2017-11-15","5NME",
5NMD,"2017-04-05","2017-11-15","5NMD",
5NMG,"2017-04-05","2017-11-15","5NMG",
5NMF,"2017-04-05","2017-11-15","5NMF",
5NMH,"2017-04-05","2017-11-15","5NMH",
5NMK,"2017-04-06","2017-11-15","5NMK",
5VVR,"2017-05-19","2017-11-22","5VVR",
5VVS,"2017-05-20","2017-11-22","5VVS",
5M00,"2016-10-03","2017-12-20","5M00",
5M02,"2016-10-03","2017-12-20","5M02",
6AT6,"2017-08-28","2018-02-28","6AT6",
6AT5,"2017-08-27","2018-02-28","6AT5",
6AVF,"2017-09-02","2018-02-28","6AVF",
6AVG,"2017-09-02","2018-02-28","6AVG",
6C09,"2017-12-28","2018-03-21","6C09",
6C15,"2018-01-03","2018-03-21","6C15",
5VCJ,"2017-03-31","2018-04-04","5VCJ",
6BNK,"2017-11-16","2018-04-04","6BNK",
6BNL,"2017-11-16","2018-04-04","6BNL",
6FRA,"2018-02-15","2018-04-18","6FRA",
6FR3,"2018-02-15","2018-04-18","6FR3",
6FR5,"2018-02-15","2018-04-18","6FR5",
6FR4,"2018-02-15","2018-04-18","6FR4",
6FR7,"2018-02-15","2018-04-18","6FR7",
6FR6,"2018-02-15","2018-04-18","6FR6",
6FR9,"2018-02-15","2018-04-18","6FR9",
6FR8,"2018-02-15","2018-04-18","6FR8",
6FRC,"2018-02-15","2018-04-18","6FRC",
6FRB,"2018-02-15","2018-04-18","6FRB",
6FUN,"2018-02-27","2018-04-18","6FUN",
6FUM,"2018-02-27","2018-04-18","6FUM",
6FUP,"2018-02-27","2018-04-18","6FUP",
6FUO,"2018-02-27","2018-04-18","6FUO",
6FUR,"2018-02-27","2018-04-18","6FUR",
6FUQ,"2018-02-27","2018-04-18","6FUQ",
6EH9,"2017-09-12","2018-04-18","6EH9",
6EH4,"2017-09-12","2018-04-18","6EH4",
6EH6,"2017-09-12","2018-04-18","6EH6",
6EH5,"2017-09-12","2018-04-18","6EH5",
6EH8,"2017-09-12","2018-04-18","6EH8",
6EH7,"2017-09-12","2018-04-18","6EH7",
5XPV,"2017-06-05","2018-04-18","5XPV",
5XPW,"2017-06-05","2018-04-18","5XPW",
5NHT,"2017-03-22","2018-05-16","5NHT",
5NQK,"2017-04-20","2018-05-30","5NQK",
5WMN,"2017-07-30","2018-06-06","5WMN",
5WMP,"2017-07-30","2018-06-06","5WMP",
5WMO,"2017-07-30","2018-06-06","5WMO",
5WMR,"2017-07-31","2018-06-06","5WMR",
5WMQ,"2017-07-31","2018-06-06","5WMQ",
6CPL,"2018-03-13","2018-06-06","6CPL",
6CPN,"2018-03-13","2018-06-06","6CPN",
6CPO,"2018-03-13","2018-06-06","6CPO",
6CPH,"2018-03-13","2018-06-06","6CPH",
6CQL,"2018-03-15","2018-06-06","6CQL",
6CQN,"2018-03-15","2018-06-06","6CQN",
6CQQ,"2018-03-16","2018-06-06","6CQQ",
6CQR,"2018-03-16","2018-06-06","6CQR",
6CQJ,"2018-03-15","2018-06-06","6CQJ",
6BGA,"2017-10-27","2018-07-18","6BGA",
6BJ8,"2017-11-05","2018-07-25","6BJ8",
6BJ3,"2017-11-03","2018-07-25","6BJ3",
6BJ2,"2017-11-03","2018-07-25","6BJ2",
6AM5,"2017-08-09","2018-08-08","6AM5",
6AMU,"2017-08-11","2018-08-15","6AMU",
6H6A,"2018-07-26","2018-09-26","6H6A",
6EQA,"2017-10-12","2018-10-10","6EQA",
6EQB,"2017-10-12","2018-10-10","6EQB",
6MP1,"2018-10-05","2018-11-07","6MP1",
6MP0,"2018-10-05","2018-11-07","6MP0",
6MFG,"2018-09-10","2018-11-21","6MFG",
6MFF,"2018-09-10","2018-11-21","6MFF",
5YXN,"2017-12-06","2018-12-12","5YXN",
5YXU,"2017-12-07","2018-12-12","5YXU",
6MF8,"2018-09-10","2018-12-12","6MF8",
6MJQ,"2018-09-21","2019-01-09","6MJQ",
6MJJ,"2018-09-21","2019-01-09","6MJJ",
6MJI,"2018-09-20","2019-01-09","6MJI",
6MJA,"2018-09-20","2019-01-09","6MJA",
6MJ4,"2018-09-20","2019-01-09","6MJ4",
6MJ6,"2018-09-20","2019-01-09","6MJ6",
6MIV,"2018-09-20","2019-01-09","6MIV",
6MIY,"2018-09-20","2019-01-09","6MIY",
6CUG,"2018-03-26","2019-01-16","6CUG",
6D64,"2018-04-20","2019-01-16","6D64",
6CUH,"2018-03-26","2019-01-16","6CUH",
6D7G,"2018-04-24","2019-01-23","6D7G",
6C6J,"2018-01-18","2019-01-30","6C6J",
6C6A,"2018-01-18","2019-01-30","6C6A",
6C6C,"2018-01-18","2019-01-30","6C6C",
6C6E,"2018-01-18","2019-01-30","6C6E",
6C6H,"2018-01-18","2019-01-30","6C6H",
6C69,"2018-01-18","2019-01-30","6C69",
6C61,"2018-01-17","2019-01-30","6C61",
6C68,"2018-01-18","2019-01-30","6C68",
6C5M,"2018-01-16","2019-01-30","6C5M",
6ID4,"2018-09-08","2019-02-06","6ID4",
6A6I,"2018-06-28","2019-02-13","6A6I",
6MTL,"2018-10-19","2019-02-13","6MTL",
6MT6,"2018-10-19","2019-02-13","6MT6",
6MT5,"2018-10-19","2019-02-13","6MT5",
6MT4,"2018-10-19","2019-02-13","6MT4",
6MT3,"2018-10-19","2019-02-13","6MT3",
6MTM,"2018-10-19","2019-02-13","6MTM",
6G3J,"2018-03-26","2019-02-20","6G3J",
5ZB2,"2018-02-09","2019-02-27","5ZB2",
5ZXK,"2018-05-21","2019-04-03","5ZXK",
5ZZ3,"2018-05-30","2019-04-03","5ZZ3",
6D78,"2018-04-24","2019-04-03","6D78",
6CWB,"2018-03-30","2019-04-03","6CWB",
6CWE,"2018-03-30","2019-04-03","6CWE",
6CW6,"2018-03-29","2019-04-03","6CW6",
6CW9,"2018-03-30","2019-04-03","6CW9",
6ISM,"2018-11-16","2019-04-03","6ISM",
6ITA,"2018-11-20","2019-04-03","6ITA",
6J06,"2018-12-21","2019-04-03","6J06",
6J0L,"2018-12-24","2019-04-03","6J0L",
6J0G,"2018-12-24","2019-04-03","6J0G",
6J0K,"2018-12-24","2019-04-03","6J0K",
6G1E,"2018-03-21","2019-04-10","6G1E",
6CXF,"2018-04-02","2019-04-10","6CXF",
6CXE,"2018-04-02","2019-04-10","6CXE",
6CXA,"2018-04-02","2019-04-10","6CXA",
6CX5,"2018-04-02","2019-04-10","6CX5",
6CX7,"2018-04-02","2019-04-10","6CX7",
6CX9,"2018-04-02","2019-04-10","6CX9",
6DKP,"2018-05-30","2019-04-10","6DKP",
6DFQ,"2018-05-15","2019-04-17","6DFQ",
6DFS,"2018-05-15","2019-04-17","6DFS",
6DFW,"2018-05-15","2019-04-17","6DFW",
6DFV,"2018-05-15","2019-04-17","6DFV",
6DFX,"2018-05-15","2019-04-17","6DFX",
6G9Q,"2018-04-11","2019-04-24","6G9Q",
6G9R,"2018-04-11","2019-04-24","6G9R",
6DIG,"2018-05-23","2019-05-08","6DIG",
6MKR,"2018-09-26","2019-07-03","6MKR",
6MKD,"2018-09-25","2019-07-03","6MKD",
6MNO,"2018-10-02","2019-07-03","6MNO",
6MNG,"2018-10-01","2019-07-03","6MNG",
6MNN,"2018-10-02","2019-07-03","6MNN",
6MNM,"2018-10-02","2019-07-03","6MNM",
6OOR,"2019-04-23","2019-07-17","6OOR",
6Q3S,"2018-12-04","2019-07-24","6Q3S",
6HBY,"2018-08-13","2019-08-14","6HBY",
6OJP,"2019-04-11","2019-08-21","6OJP",
6OPD,"2019-04-24","2019-09-04","6OPD",
6G3K,"2018-03-26","2019-09-04","6G3K",
6PTB,"2019-07-15","2019-09-04","6PTB",
6PTE,"2019-07-15","2019-09-04","6PTE",
6JXR,"2019-04-24","2019-09-11","6JXR",
6IEX,"2018-09-17","2019-09-18","6IEX",
6MRA,"2018-10-12","2019-09-18","6MRA",
6MSS,"2018-10-18","2019-10-02","6MSS",
6A2B,"2018-06-10","2019-10-23","6A2B",
6NCA,"2018-12-11","2019-10-23","6NCA",
6OVN,"2019-05-08","2019-11-20","6OVN",
6OVO,"2019-05-08","2019-11-20","6OVO",
6KRY,"2019-08-22","2019-12-04","6KRY",
6PBH,"2019-06-13","2019-12-11","6PBH",
6U3M,"2019-08-22","2019-12-18","6U3M",
6U3O,"2019-08-22","2019-12-18","6U3O",
6U3N,"2019-08-22","2019-12-18","6U3N",
6MWR,"2018-10-30","2019-12-18","6MWR",
6NUX,"2019-02-03","2020-01-15","6NUX",
6RPA,"2019-05-14","2020-01-15","6RPA",
6RPB,"2019-05-14","2020-01-15","6RPB",
6RP9,"2019-05-14","2020-01-15","6RP9",
6PX6,"2019-07-24","2020-01-15","6PX6",
6PY2,"2019-07-28","2020-01-15","6PY2",
5QU2,"2019-12-13","2020-02-12","5QU2",
5QU1,"2019-12-13","2020-02-12","5QU1",
5QU4,"2019-12-13","2020-02-12","5QU4",
5QU3,"2019-12-13","2020-02-12","5QU3",
5QU6,"2019-12-13","2020-02-12","5QU6",
5QU5,"2019-12-13","2020-02-12","5QU5",
5QU8,"2019-12-13","2020-02-12","5QU8",
5QU7,"2019-12-13","2020-02-12","5QU7",
5QUA,"2019-12-13","2020-02-12","5QUA",
6PUL,"2019-07-18","2020-02-19","6PUL",
6PUK,"2019-07-18","2020-02-19","6PUK",
6PUM,"2019-07-18","2020-02-19","6PUM",
6PUD,"2019-07-18","2020-02-19","6PUD",
6PUC,"2019-07-18","2020-02-19","6PUC",
6PUF,"2019-07-18","2020-02-19","6PUF",
6PUE,"2019-07-18","2020-02-19","6PUE",
6PUH,"2019-07-18","2020-02-19","6PUH",
6PUG,"2019-07-18","2020-02-19","6PUG",
6PUJ,"2019-07-18","2020-02-19","6PUJ",
6PUI,"2019-07-18","2020-02-19","6PUI",
6R2L,"2019-03-18","2020-02-26","6R2L",
6JQ2,"2019-03-28","2020-04-01","6JQ2",
6PVD,"2019-07-20","2020-04-01","6PVD",
6PVC,"2019-07-20","2020-04-01","6PVC",
6RSY,"2019-05-22","2020-04-15","6RSY",
6U07,"2019-08-13","2020-04-15","6U07",
6JTP,"2019-04-11","2020-04-15","6JTP",
6JTN,"2019-04-11","2020-04-15","6JTN",
6Q42,"2018-12-05","2020-04-15","6Q42",
6OMG,"2019-04-18","2020-04-22","6OMG",
6JQ3,"2019-03-28","2020-05-06","6JQ3",
6ULI,"2019-10-08","2020-05-27","6ULI",
6ULK,"2019-10-08","2020-05-27","6ULK",
6ULN,"2019-10-08","2020-05-27","6ULN",
6ULR,"2019-10-08","2020-05-27","6ULR",
6UON,"2019-10-15","2020-05-27","6UON",
6P64,"2019-05-31","2020-06-03","6P64",
6VR1,"2020-02-06","2020-06-10","6VR1",
6VQO,"2020-02-05","2020-06-17","6VQO",
6VRM,"2020-02-08","2020-06-17","6VRM",
6VRN,"2020-02-08","2020-06-17","6VRN",
6VR5,"2020-02-06","2020-06-17","6VR5",
6VTH,"2020-02-12","2020-06-17","6VTH",
6VTC,"2020-02-12","2020-06-17","6VTC",
6TRO,"2019-12-19","2020-06-24","6TRO",
6TRN,"2019-12-19","2020-06-24","6TRN",
6M24,"2020-02-26","2020-07-08","6M24",
6M2K,"2020-02-27","2020-07-08","6M2K",
6M2J,"2020-02-27","2020-07-08","6M2J",
6SSA,"2019-09-06","2020-07-15","6SSA",
6SS7,"2019-09-06","2020-07-15","6SS7",
6SS9,"2019-09-06","2020-07-15","6SS9",
6SS8,"2019-09-06","2020-07-15","6SS8",
6R0E,"2019-03-12","2020-07-15","6R0E",
6QZA,"2019-03-11","2020-07-15","6QZA",
6QZD,"2019-03-11","2020-07-15","6QZD",
6QZC,"2019-03-11","2020-07-15","6QZC",
6VMX,"2020-01-28","2020-07-29","6VMX",
6W9U,"2020-03-23","2020-08-05","6W9U",
6W9V,"2020-03-23","2020-08-05","6W9V",
6XQQ,"2020-07-10","2020-08-19","6XQQ",
6XQP,"2020-07-10","2020-08-26","6XQP",
6V80,"2019-12-10","2020-09-16","6V80",
6X00,"2020-05-14","2020-09-16","6X00",
6WZY,"2020-05-14","2020-09-16","6WZY",
6TMO,"2019-12-05","2020-10-07","6TMO",
6YHZ,"2020-03-31","2020-10-21","6YHZ",
6YI2,"2020-03-31","2020-10-21","6YI2",
6UZ1,"2019-11-14","2020-10-28","6UZ1",
6L9L,"2019-11-10","2020-11-18","6L9L",
6L9K,"2019-11-10","2020-11-18","6L9K",
6L9N,"2019-11-10","2020-11-18","6L9N",
6L9M,"2019-11-10","2020-11-18","6L9M",
6LIR,"2019-12-12","2020-11-18","6LIR",
6V1A,"2019-11-20","2020-11-25","6V1A",
6V0Y,"2019-11-19","2020-11-25","6V0Y",
6V19,"2019-11-20","2020-11-25","6V19",
6V13,"2019-11-19","2020-11-25","6V13",
6V15,"2019-11-19","2020-11-25","6V15",
6V18,"2019-11-20","2020-11-25","6V18",
6VM8,"2020-01-27","2020-11-25","6VM8",
6ZCJ,"2020-06-11","2020-12-02","6ZCJ",
6LHG,"2019-12-08","2020-12-09","6LHG",
6LHF,"2019-12-08","2020-12-09","6LHF",
6LHH,"2019-12-08","2020-12-09","6LHH",
7KGQ,"2020-10-18","2021-01-20","7KGQ",
7KGR,"2020-10-18","2021-01-20","7KGR",
7KGO,"2020-10-18","2021-01-20","7KGO",
7KGP,"2020-10-18","2021-01-20","7KGP",
7KGS,"2020-10-18","2021-01-20","7KGS",
7KGT,"2020-10-18","2021-01-20","7KGT",
6VMA,"2020-01-27","2021-01-20","6VMA",
6VMC,"2020-01-27","2021-01-20","6VMC",
6VM7,"2020-01-27","2021-01-20","6VM7",
6VM9,"2020-01-27","2021-01-20","6VM9",
6X2N,"2020-05-20","2021-02-03","6X2N",
6X2F,"2020-05-20","2021-02-03","6X2F",
6X26,"2020-05-20","2021-02-03","6X26",
6X50,"2020-05-24","2021-02-03","6X50",
6X43,"2020-05-22","2021-02-03","6X43",
6X4W,"2020-05-24","2021-02-03","6X4W",
6X4Y,"2020-05-24","2021-02-03","6X4Y",
7L25,"2020-12-16","2021-03-17","7L25",
7L26,"2020-12-16","2021-03-17","7L26",
7L24,"2020-12-16","2021-03-17","7L24",
7L15,"2020-12-14","2021-03-24","7L15",
7K0Z,"2020-09-06","2021-03-24","7K0Z",
7K0X,"2020-09-06","2021-03-24","7K0X",
7BYD,"2020-04-22","2021-03-31","7BYD",
7M0L,"2021-03-11","2021-04-07","7M0L",
